--------
General Information:
Found 53092 rows in total across all CSV files.
Available models: Model, anthropic/claude-sonnet-4, deepseek/deepseek-chat-v3.1, google/gemini-2.5-pro, google/gemma-3-27b-it, meta-llama/llama-4-maverick, microsoft/phi-4, openai/gpt-5, openai/gpt-oss-120b, x-ai/grok-4-fast, human
Unique phrases evaluated: 7034
Unique dates evaluated: 251
Maximum number rows for a single model: 6892
--------
Average grade (global models only): -0.1826486598481851797437514051125617697834968566894531250000000000
Average grade (global models + human): -0.1823731615230009261985344437562162056565284729003906250000000000
 > Average grade for anthropic/claude-sonnet-4: -0.2572307692307692073008240640774602070450782775878906250000000000
 > Average grade for deepseek/deepseek-chat-v3.1: -0.4851293935882580177221257144992705434560775756835937500000000000
 > Average grade for google/gemini-2.5-pro: -0.2822689562029712662116764931852230802178382873535156250000000000
 > Average grade for google/gemma-3-27b-it: -0.1441514318071509537233509945508558303117752075195312500000000000
 > Average grade for meta-llama/llama-4-maverick: -0.0248291951341443085932159107187544577755033969879150390625000000
 > Average grade for microsoft/phi-4: -0.1157864190365641282598474504084151703864336013793945312500000000
 > Average grade for openai/gpt-5: -0.2145748987854250999784966325023560784757137298583984375000000000
 > Average grade for openai/gpt-oss-120b: -0.1160012574662055984120456741948146373033523559570312500000000000
 > Average grade for x-ai/grok-4-fast: -0.0415125359638306642984240113491978263482451438903808593750000000
 > Average grade for human: -0.0821917808219178036566177070199046283960342407226562500000000000
--------
Grade frequency (global models only): [-1]: 31394 [1]: 21697 
Grade frequency (global models + human): [-1]: 31473 [1]: 21764 
 > Grade frequency for anthropic/claude-sonnet-4: [-1]: 4086 [1]: 2414 
 > Grade frequency for deepseek/deepseek-chat-v3.1: [-1]: 3845 [1]: 1333 
 > Grade frequency for google/gemini-2.5-pro: [-1]: 3323 [1]: 1860 
 > Grade frequency for google/gemma-3-27b-it: [-1]: 3536 [1]: 2645 
 > Grade frequency for meta-llama/llama-4-maverick: [-1]: 3075 [1]: 2926 
 > Grade frequency for microsoft/phi-4: [-1]: 3845 [1]: 3047 
 > Grade frequency for openai/gpt-5: [-1]: 3600 [1]: 2328 
 > Grade frequency for openai/gpt-oss-120b: [-1]: 3550 [1]: 2812 
 > Grade frequency for x-ai/grok-4-fast: [-1]: 2534 [1]: 2332 
 > Grade frequency for human: [-1]: 79 [1]: 67 
--------
Standard Deviation (global models only): 0.9831875073543554499622132425429299473762512207031250000000000000
Standard Deviation (global models + human): 0.9832386228544853778998913185205310583114624023437500000000000000

 > Standard Deviation for anthropic/claude-sonnet-4: 0.9664243477786582658950464974623173475265502929687500000000000000
 > Standard Deviation for deepseek/deepseek-chat-v3.1: 0.8745268279167021097109113725309725850820541381835937500000000000
 > Standard Deviation for google/gemini-2.5-pro: 0.9594278693909605859602152122533880174160003662109375000000000000
 > Standard Deviation for google/gemma-3-27b-it: 0.9896356979238118967145965143572539091110229492187500000000000000
 > Standard Deviation for meta-llama/llama-4-maverick: 0.9997750121839924508648778100905474275350570678710937500000000000
 > Standard Deviation for microsoft/phi-4: 0.9933462017231674545669761755561921745538711547851562500000000000
 > Standard Deviation for openai/gpt-5: 0.9767899282783304437671745290572289377450942993164062500000000000
 > Standard Deviation for openai/gpt-oss-120b: 0.9933271368566852776993414408934768289327621459960937500000000000
 > Standard Deviation for x-ai/grok-4-fast: 0.9992406641953496260200040524068754166364669799804687500000000000
 > Standard Deviation for human: 1.0000472355400464863350862287916243076324462890625000000000000000
--------
95% Confidence Interval (global models only): (-0.1910118888706772155572366500564385205507278442382812500000000000, -0.1742854308256931439302661601686850190162658691406250000000000000)
95% Confidence Interval (global models + human): (-0.1907253489926676592869370097105274908244609832763671875000000000, -0.1740209740533341931101318778019049204885959625244140625000000000)
 > 95% Confidence Interval for anthropic/claude-sonnet-4: (-0.2807248942583214779133982119674328714609146118164062500000000000, -0.2337366442032169366882499161874875426292419433593750000000000000)
 > 95% Confidence Interval for deepseek/deepseek-chat-v3.1: (-0.5089493084497906938423739120480604469776153564453125000000000000, -0.4613094787267252860907262856926536187529563903808593750000000000)
 > 95% Confidence Interval for google/gemini-2.5-pro: (-0.3083887543419389087873128119099419564008712768554687500000000000, -0.2561491580640036236360401744605042040348052978515625000000000000)
 > 95% Confidence Interval for google/gemma-3-27b-it: (-0.1688228475598888556064025578962173312902450561523437500000000000, -0.1194800160544130379625116233910375740379095077514648437500000000)
 > 95% Confidence Interval for meta-llama/llama-4-maverick: (-0.0501244206515294651871350595229159807786345481872558593750000000, 0.0004660303832408480007032380854070652276277542114257812500000000)
 > 95% Confidence Interval for microsoft/phi-4: (-0.1392382141939794981677636087624705396592617034912109375000000000, -0.0923346238791487583519312920543598011136054992675781250000000000)
 > 95% Confidence Interval for openai/gpt-5: (-0.2394402825546035895598606657586060464382171630859375000000000000, -0.1897095150162466103971325992461061105132102966308593750000000000)
 > 95% Confidence Interval for openai/gpt-oss-120b: (-0.1404098961591412342286844250338617712259292602539062500000000000, -0.0915926187732699487176191155413107480853796005249023437500000000)
 > 95% Confidence Interval for x-ai/grok-4-fast: (-0.0695883358398000639866154415358323603868484497070312500000000000, -0.0134367360878612715491264850697916699573397636413574218750000000)
 > 95% Confidence Interval for human: (-0.2444072162990899854673187974185566417872905731201171875000000000, 0.0800236546552543781540833833787473849952220916748046875000000000)
--------
99% Confidence Interval (global models only): (-0.1936398058888002537969441618770360946655273437500000000000000000, -0.1716575138075701056905586483480874449014663696289062500000000000)
99% Confidence Interval (global models + human): (-0.1933497965034391696814708438978414051234722137451171875000000000, -0.1713965265425626827155980436145910061895847320556640625000000000)
 > 99% Confidence Interval for anthropic/claude-sonnet-4: (-0.2881072833833556723348578998411539942026138305664062500000000000, -0.2263542550781827422667902283137664198875427246093750000000000000)
 > 99% Confidence Interval for deepseek/deepseek-chat-v3.1: (-0.5164340681600075866342081098991911858320236206054687500000000000, -0.4538247190165084488100433190993499010801315307617187500000000000)
 > 99% Confidence Interval for google/gemini-2.5-pro: (-0.3165961897541140768197465149569325149059295654296875000000000000, -0.2479417226518284833591820870424271561205387115478515625000000000)
 > 99% Confidence Interval for google/gemma-3-27b-it: (-0.1765751682417025514304498301498824730515480041503906250000000000, -0.1117276953725993560162521589518291875720024108886718750000000000)
 > 99% Confidence Interval for meta-llama/llama-4-maverick: (-0.0580727565676717877307666526576213072985410690307617187500000000, 0.0084143662993831670748878792664982029236853122711181640625000000)
 > 99% Confidence Interval for microsoft/phi-4: (-0.1466073023098211358661302483596955426037311553955078125000000000, -0.0849655357633071206535646524571347981691360473632812500000000000)
 > 99% Confidence Interval for openai/gpt-5: (-0.2472535524044963683998332726332591846585273742675781250000000000, -0.1818962451663538315571599923714529722929000854492187500000000000)
 > 99% Confidence Interval for openai/gpt-oss-120b: (-0.1480796463044349309257086133584380149841308593750000000000000000, -0.0839228686279762658983827350311912596225738525390625000000000000)
 > 99% Confidence Interval for x-ai/grok-4-fast: (-0.0784103915425736486266572455861023627221584320068359375000000000, -0.0046146803850876869090846810195216676220297813415527343750000000)
 > 99% Confidence Interval for human: (-0.2953790003248826234738544371793977916240692138671875000000000000, 0.1309954386810469884050434075106750242412090301513671875000000000)
--------
Top 100 phrases with highest discordance (variance):
1. Discordance: 1.0000000000000000000000000000000000000000000000000000000000000000 | Count: 8 | Grades: [-1, -1, -1, -1, 1, 1, 1, 1] | Phrase: A soma da inflação acumulada até fevereiro mais o aumento esperado de preços administrados ao longo do ano atinge 2, 4%, o que representa 60% da meta estabelecida. | 21/03/2001
48. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Essa deterioração deveu-se a uma conjunção de fatores, entre os quais a ocorrência de uma inflação maior do que a prevista em fevereiro, a atualização da medida do hiato do produto pela incorporação dos dados das Contas Nacionais do quarto trimestre de 2004, a depreciação do câmbio entre as reuniões de fevereiro e março e a revisão das projeções para preços administrados. | 16/03/2005
49. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No entanto, no que diz respeito ao impacto dos preços internacionais sobre os preços domésticos, ainda que as elevações recentes não se traduzam em aumento no preço da gasolina, continuam representando um fator de risco para a trajetória futura da inflação por intermédio dos seus efeitos sobre os preços de insumos derivados do petróleo, bem como sobre as expectativas dos agentes econômicos. | 20/07/2005
50. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Isso pode ser visto como indício de que as expectativas para horizontes mais longos continuam sendo sensibilizadas por desenvolvimentos favoráveis que contribuem para arrefecer as pressões inflacionárias, tais como a reavaliação das expectativas de mercado para a trajetória da taxa de câmbio e a postura de política monetária. | 17/08/2005
51. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A partir do início de setembro, as taxas futuras recuaram, reagindo à queda dos índices de inflação corrente e das expectativas de inflação e à divulgação dos dados da produção industrial de julho, que ficaram abaixo das projeções. | 14/09/2005
52. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Para outubro, espera-se aumento das taxas de inflação ao consumidor, ainda em decorrência do impacto do aumento dos preços dos combustíveis ocorrido em 10 de setembro. | 19/10/2005
53. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No ano, até setembro, observaram-se aumentos de 29, 2% em bens de capital, de 20, 5% em bens de consumo, de 20, 3% em combustíveis e lubrificantes e de 15, 7% em matérias-primas e bens intermediários, considerados os valores médios diários de igual período do ano anterior. | 19/10/2005
54. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No ano, até outubro, observaram-se aumentos de 28, 9% em bens de capital, de 22, 3% em bens de consumo, de 15, 8% em combustíveis e lubrificantes e de 14, 1% em matérias-primas e bens intermediários, considerados os valores médios diários de igual período do ano anterior. | 23/11/2005
55. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: As projeções do cenário de referência para os períodos de doze meses que se encerram em março de 2006, junho de 2006 e setembro de 2006 se encontram abaixo dos valores que dizem respeito a esses períodos na trajetória de metas obtida pela interpolação do objetivo de inflação de 5, 1% para 2005 e da meta de 4, 5% estabelecida pelo CMN para 2006. | 23/11/2005
56. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O Copom reafirma o diagnóstico, expresso nas Notas das últimas reuniões, de que tanto os resultados recentes da inflação como as projeções de inflação realizadas pelo Banco Central e pelos analistas do setor privado sugerem que, além de conter as pressões inflacionárias de curto prazo, a postura de política monetária adotada desde setembro de 2004 vem contribuindo de maneira importante para a consolidação de um ambiente macroeconômico cada vez mais favorável em horizontes mais longos. | 23/11/2005
57. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A atividade econômica deverá se recuperar nos próximos meses e continuar em expansão, em ritmo condizente com as condições de oferta, de modo a não resultar em pressões significativas sobre a inflação. | 14/12/2005
58. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Esta elevação deve-se à elevação da taxa de câmbio utilizada neste cenário, em relação à reunião anterior, combinada com a redução do de seis meses projetada pelo VAR a partir de uma taxa Selic mais baixa. | 14/12/2005
59. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Levando em conta um horizonte mais longo, os núcleos ainda permanecem em patamares inferiores aos observados no início do ano, embora registrem, no caso das medidas calculadas pelo procedimento de médias aparadas, valores superiores àqueles consistentes com as metas de inflação. | 14/12/2005
60. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Por outro lado, no cenário de mercado, a inflação projetada permanece acima da meta de 4, 50% estabelecida pelo CMN, mas houve redução em relação a dezembro em virtude da menor depreciação cambial esperada pelos analistas ao longo do ano. | 18/01/2006
61. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De acordo com o cenário de referência, que considera ao longo do horizonte relevante a manutenção da taxa Selic em 16, 50% e da taxa de câmbio em R$2, 15, a projeção de inflação para 2006 diminuiu em relação ao valor estimado na reunião de março. | 19/04/2006
62. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Após recuo de 1, 2% em janeiro, o poder de compra dos trabalhadores aumentou 1, 1% em fevereiro, situando-se em patamar 2, 5% superior ao observado em fevereiro de 2005, reflexo, em parte, dos efeitos positivos das menores taxas de inflação sobre o salário. | 19/04/2006
63. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O índice de difusão do IPCA, indicador da proporção de itens com variações positivas no resultado do mês, situou-se em 58, 3% em outubro, ante 54, 9% em setembro e 52, 1% em agosto.  tividade econômica. | 29/11/2006
64. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: No cenário de mercado, que leva em conta as trajetórias de câmbio e juros apuradas pela Gerin junto a analistas no período imediatamente anterior à reunião do Copom, a projeção de inflação para 2007 também apresentou valor abaixo do valor central da meta de inflação e abaixo do considerado na reunião do Copom de novembro. | 24/01/2007
65. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De fato, com os desenvolvimentos observados nos últimos meses, a inflação acumulada em 2006 alcançou 3, 14%, ante 5, 69% em 2005, sendo a menor taxa de inflação anual desde a adoção do regime de metas, em 1999. | 24/01/2007
66. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Em que pese a aceleração inflacionária observada no final de 2006 e no início de 2007, o cenário mais provável é que a inflação continue evoluindo segundo a trajetória das metas. | 07/03/2007
67. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A maioria do Comitê, entretanto, manteve a avaliação de que, tendo em vista a extensão do processo de flexibilização já implementado, as incertezas remanescentes quanto aos impactos defasados do estímulo monetário já injetado na economia, o comportamento esperado dos outros fatores de sustentação do dispêndio, como o crescimento da renda, em um quadro de sólida expansão da demanda doméstica por bens e serviços transacionáveis e não transacionáveis, e de fortalecimento da atividade econômica, continuavam a recomendar a manutenção do ritmo de redução da taxa básica de juros em 25. | 18/04/2007
68. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A emergência de pressões inflacionárias globais ainda não apresenta riscos para a trajetória de inflação doméstica no curto prazo, mas o aquecimento da demanda poderia ensejar aumento no repasse de pressões sobre preços no atacado para os preços ao consumidor. | 06/06/2007
69. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: De acordo com o Índice de Preços ao Consumidor Amplo (IPCA), a inflação registrou desaceleração em abril e em maio para 0, 25% e 0, 28%, respectivamente, ante 0, 37% em março. | 06/06/2007
70. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A decisão do Copom de reduzir a meta para a taxa Selic em 50   na reunião de junho, a continuidade do movimento de valorização do real frente ao dólar e a divulgação, no início de julho, de índices de inflação corrente dentro do intervalo das projeções contribuíram para o recuo das taxas de prazo de até um ano. | 18/07/2007
71. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Cabe notar, ainda, que a aceleração recente da inflação reflete essencialmente o comportamento dos preços livres, que em 2007 vêm subindo mais rapidamente do que os preços administrados, dinâmica inversa àquela observada ao longo dos últimos anos. | 05/09/2007
72. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: As incertezas em relação à evolução da economia internacional seguem elevadas, em ambiente de continuidade dos distúrbios nos mercados imobiliários, elevação dos preços das e persistência das restrições nos mercados de crédito. | 23/01/2008
73. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Entretanto, o Copom avalia que o ritmo de expansão da demanda doméstica, que deve continuar sendo sustentado, entre outros fatores, pelas transferências fiscais e pelo impulso remanescente derivado da flexibilização da política monetária implementada até setembro de 2007, continua colocando riscos para a dinâmica inflacionária. | 05/03/2008
74. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Entretanto, o Copom avalia que o ritmo de expansão da demanda doméstica, que deve continuar sendo sustentado, entre outros fatores, pelo crescimento da renda e do crédito, continua colocando riscos importantes para a dinâmica inflacionária. | 23/07/2008
75. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No que se refere aos itens não comercializáveis, em grande parte impulsionada pelo comportamento dos preços de alimentos e de serviços, a inflação acumulada em doze meses foi ainda mais elevada (8, 41%), evidenciando a influência de fatores domésticos sobre a dinâmica inflacionária. | 10/09/2008
76. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Por outro lado, essa tendência de desaquecimento tem ocasionado aumento da aversão ao risco, afetando a demanda por ativos brasileiros e ocasionando depreciação de seus preços. | 29/10/2008
77. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Cabe notar, adicionalmente, que o índice de difusão do IPCA, cuja média nos primeiros onze meses do ano é a maior desde 2004, mostrou elevação substancial em novembro, e continua apontando para um processo inflacionário relativamente disseminado, corroborando análise constante em Notas de reuniões anteriores deste Comitê. | 10/12/2008
78. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O Índice de Preços ao Consumidor – Brasil (IPC-Br) variou 6, 07% (4, 60% em 2007), e o Índice de Preços no Atacado – Disponibilidade Interna (IPA-DI) teve incremento de 9, 80% (9, 44% em 2007). | 21/01/2009
79. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: No cenário de mercado, que leva em conta as trajetórias de câmbio e de juros apuradas pela Gerin junto a analistas, no período imediatamente anterior à reunião do Copom, a projeção de inflação para 2009 também se elevou em relação ao valor considerado na última reunião do Copom, mas também se encontra abaixo do valor central para a meta de inflação. | 10/06/2009
80. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Nesse ambiente, a política monetária pôde ser flexibilizada de maneira expressiva desde janeiro sem colocar em risco a convergência da inflação para a trajetória de metas. | 10/06/2009
81. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O Copom avalia que, diante dos sinais de arrefecimento do ritmo de atividade econômica, no que se refere, por exemplo, aos indicadores de produção industrial, ao mercado de trabalho e às taxas de utilização da capacidade na indústria, bem como à confiança de empresários e consumidores, e ao comportamento das expectativas de inflação para horizontes relevantes, continuaram se consolidando as perspectivas de concretização de um cenário inflacionário benigno, no qual o IPCA voltaria a evoluir de forma consistente com a trajetória das metas. | 10/06/2009
82. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Contudo, no caso dos preços de serviços, cuja dinâmica tende a exibir maior persistência do que a dos preços de bens, a inflação acumulada em doze meses avançou de 6, 39% em dezembro passado para 7, 21% em junho (5, 75% em junho de 2008). | 22/07/2009
83. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No médio prazo, o risco advém dos efeitos, cumulativos e defasados, da distensão das condições financeiras e do impulso fiscal sobre a evolução da demanda doméstica, levando-se em conta a dinâmica do consumo e do investimento, em contexto de retomada da utilização dos fatores de produção. | 02/09/2009
84. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Em síntese, o conjunto das informações disponíveis sugere que a aceleração inflacionária observada no ano passado foi superada, em processo liderado pelo comportamento dos preços livres, especialmente de bens, uma vez que a inflação dos preços administrados e dos serviços segue mostrando maior persistência. | 21/10/2009
85. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Em doze meses, os preços livres e monitorados acumularam altas de 4, 45% e 4, 08%, respectivamente, ante percentuais correspondentes de 4, 57% e 3, 88% registrados no mês anterior. | 21/10/2009
86. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: A propósito, as expectativas de inflação para 2010 e 2011 se mantêm em patamares consistentes com a trajetória de metas e continuam sendo monitoradas com particular atenção. | 09/12/2009
87. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No cenário de mercado, que leva em conta as trajetórias de câmbio e de juros apuradas pela Gerin junto a analistas no período imediatamente anterior à reunião do Copom, a projeção de inflação para 2009 também se elevou, situando-se ao redor do valor central da meta para a inflação. | 09/12/2009
88. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Nesse cenário, a projeção para a inflação de 2010 elevou-se em relação ao valor considerado na reunião do Copom de dezembro, mas ainda se situa ao redor do valor central de 4, 50% para a meta fixada pelo Conselho Monetário Nacional (CMN). | 27/01/2010
89. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Dessa forma, a avaliação de decisões alternativas de política monetária deve se concentrar, necessariamente, na análise do cenário prospectivo para a inflação e nos riscos a ele associados, que a rigor sofreu certa deterioração nos últimos meses, em vez de privilegiar valores correntes observados para essa variável. | 17/03/2010
90. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O IGP-DI desacelerou em março, registrando variação de 0, 63% no mês, comparativamente aos 1, 09% registrados em fevereiro, favorecido pelo arrefecimento dos preços no atacado, cujo impacto sobrepôs-se ao do recrudescimento das altas nos preços ao consumidor e na construção civil. | 28/04/2010
91. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Nesse cenário, a projeção para a inflação de 2010 elevou-se em relação ao valor considerado na reunião do Copom de abril, e se mantém sensivelmente acima do valor central de 4, 50% para a meta fixada pelo Conselho Monetário Nacional (CMN). | 09/06/2010
92. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Progressos na estrutura dos mercados financeiros, redução do prêmio de risco cambial e do inflacionário, entre outros, parecem ter determinado redução significativa da taxa neutra. | 01/09/2010
93. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A taxa real de juros, medida pelo quociente entre a taxa nominal de um ano e a expectativa de inflação (suavizada) para os próximos doze meses, recuou de 7, 10%, em 6 de junho, para 6, 84%, em 18 de julho, resultado, principalmente, do ajuste para cima na expectativa de inflação doze meses à frente. | 20/07/2011
94. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: No primeiro semestre de 2011, o IPCA acumulou alta de 3, 87%, 0, 78   acima da inflação observada em igual período de 2010, com variação de 3, 71% dos preços livres e de 4, 25% dos administrados. | 20/07/2011
95. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Importa destacar que a geração de superávits primários compatíveis com as hipóteses de trabalho contempladas nas projeções de inflação, além de contribuir para arrefecer o descompasso entre as taxas de crescimento da demanda e da oferta, solidificará a tendência de redução da razão dívida pública sobre produto. | 19/10/2011
96. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O principal componente do indicador, o Índice de Preços ao Produtor Amplo (IPA), variou 7, 52% em doze meses até setembro, refletindo alta de 5, 30% no IPA industrial e de 14, 22% no IPA agrícola. | 19/10/2011
97. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O Copom nota que, no início deste ano, a inflação foi forte e negativamente influenciada por choques de oferta domésticos e externos, bem como pela concentração atípica de reajustes de preços administrados. | 19/10/2011
98. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: O Índice de Brasil (IC-Br) registrou alta de 7, 83% em setembro, interrompendo a série de cinco meses consecutivos de queda, período em que acumulou desvalorização de 10, 75%. | 19/10/2011
99. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Os preços livres aumentaram 7, 24% no período de doze meses encerrado em outubro, ante 7, 79% em setembro, e os monitorados apresentaram aceleração no período, com a variação acumulada em doze meses atingindo 6, 34% ante 6, 17% no mês anterior. | 30/11/2011
100. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Nos próximos meses, a trajetória do comércio continuará a ser influenciada pelas transferências governamentais, pelo ritmo de crescimento da massa salarial real, pelo nível de confiança dos consumidores e pela expansão moderada do crédito. | 30/11/2011
--------
Top 100 phrases with lowest discordance (variance) for humans:
1. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: O IPC-FIPE apresentou queda acumulada de 1, 26% até o mês de setembro e, em doze meses registrou variação de 0, 05%, refletindo a continuidade das quedas de preços do feijão, vestuário, veículos, utensílios domésticos, eletroeletrônicos e cama/mesa/banho, o que resultou em taxa de variação anual negativa dos preços dos produtos comercializáveis em setembro (0, 82%). | 07/10/1998
2. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Recentemente o diferencial ( entre os (títulos do tesouro norte-americano indexado à inflação) e o bônus norte-americano de 30 anos diminuiu, projetando uma queda da inflação para o futuro próximo. | 14/04/1999
3. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Esta posição se fortalece não só pelo viés de redução estabelecido na última reunião do COPOM, mas, sobretudo, pelas expectativas de queda quanto aos níveis de inflação, que por sua vez podem ser associadas à reversão da trajetória de desvalorização do real. | 14/04/1999
4. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Dos exercícios de simulação, conclui-se que, nos cenários mais prováveis, a manutenção da taxa de juros no nível atual de 19, 5%   permite atingir com folga as metas para a inflação em 1999, 2000 e 2001. | 01/09/1999
5. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: Considera-se, com base nos mercados futuros, que haja aumento trimestral de 0, 25 ponto percentual a partir do primeiro trimestre de 2000, até atingir 6, 25%   Foi mantida a perspectiva de aumento no preço internacional do petróleo no período de inverno nos países industrializados, com posterior recuo e estabilização na faixa de US$ 20 a US$ 22 por barril do tipo Brent. | 15/12/1999
6. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [1] | Phrase: Dos exercícios de simulação concluiu-se que a manutenção da taxa de juros no nível atual permite, com elevada probabilidade, o cumprimento das metas para a inflação em 2000 e 2001. | 19/01/2000
7. Discordance: 0.0000000000000000000000000000000000000000000000000000000000000000 | Count: 1 | Grades: [-1] | Phrase: A política monetária seguida nos últimos seis meses visou reagir com a devida antecipação ao aumento esperado da inflação nos dois trimestres deste ano para os quais se previa impacto dos mencionados choques, bem como aos demais fatores de riscos para a evolução futura da inflação, como a tendência de gradual restrição da política monetária nas principais economias industriais. | 22/03/2000
